asset_id,source_id,asset_title,asset_type,domain,ai_retrieval_candidate,included_in_retrieval,business_description_present,metadata_owner_present,lineage_documented,last_refreshed_at,classification,access_control_status,retention_status,semantic_label,document_structure_score,retrieval_ambiguity_score,risk_decision_signal,consumer_team,days_since_refresh
AST-00788,SRC-075,Sanctions Screening Table 0788,table,Sanctions Screening,False,False,True,True,True,2026-07-11,confidential,aligned,aligned,access_policy,0.653,0.264,unclear,Compliance Ops,11
AST-00789,SRC-006,Sanctions Screening Case Note Template 0789,case_note_template,Sanctions Screening,True,True,True,True,False,2026-06-05,confidential,aligned,aligned,risk_decision_signal,0.868,0.52,medium,Identity Product,47
AST-00790,SRC-042,Case Operations Knowledge Article 0790,knowledge_article,Case Operations,True,True,True,True,True,2026-07-19,confidential,aligned,expired,access_policy,0.745,0.166,medium,Identity Product,3
AST-00791,SRC-021,Compliance Policy Table 0791,table,Compliance Policy,True,True,True,True,True,2026-07-18,public_internal,missing_review,expired,risk_decision_signal,0.74,0.55,low,AI Platform,4
AST-00792,SRC-095,Case Operations Knowledge Article 0792,knowledge_article,Case Operations,True,True,True,True,False,2026-05-21,restricted,overexposed,aligned,sanctions_context,0.854,0.197,medium,Compliance Ops,62
AST-00793,SRC-057,Case Operations Runbook 0793,runbook,Case Operations,True,True,True,True,False,2026-07-08,confidential,aligned,aligned,retention_rule,0.987,0.02,medium,Identity Product,14
AST-00794,SRC-065,Sanctions Screening Table 0794,table,Sanctions Screening,False,False,True,True,False,2026-07-15,confidential,aligned,aligned,sanctions_context,0.944,0.407,medium,Customer Ops,7
AST-00795,SRC-022,Sanctions Screening Knowledge Article 0795,knowledge_article,Sanctions Screening,True,True,True,True,True,2026-07-19,regulated_sensitive,aligned,expired,identity_verification,0.642,0.118,high,Identity Product,3
AST-00796,SRC-036,Case Operations Table 0796,table,Case Operations,True,True,True,True,True,2026-07-20,confidential,missing_review,aligned,identity_verification,0.542,0.02,unclear,Fraud Product,2
AST-00797,SRC-092,Fraud Signals Table 0797,table,Fraud Signals,True,True,True,True,False,2026-07-18,restricted,aligned,aligned,,0.724,0.02,high,Fraud Product,4
AST-00798,SRC-010,Sanctions Screening Knowledge Article 0798,knowledge_article,Sanctions Screening,False,False,True,True,False,2026-07-19,restricted,aligned,aligned,entity_resolution,0.697,0.34,medium,Identity Product,3
AST-00799,SRC-006,Sanctions Screening Table 0799,table,Sanctions Screening,True,False,True,True,True,2026-06-29,restricted,aligned,aligned,access_policy,0.888,0.48,medium,AI Platform,23
AST-00800,SRC-090,Compliance Policy Case Note Template 0800,case_note_template,Compliance Policy,False,False,True,True,True,2026-07-21,confidential,overexposed,aligned,business_registry,0.85,0.341,medium,Customer Ops,1
AST-00801,SRC-094,Case Operations Knowledge Article 0801,knowledge_article,Case Operations,True,True,True,True,False,2026-07-04,public_internal,aligned,missing_policy,entity_resolution,0.689,0.294,high,Identity Product,18
AST-00802,SRC-093,Compliance Policy Knowledge Article 0802,knowledge_article,Compliance Policy,True,True,True,True,True,2026-05-05,regulated_sensitive,overexposed,aligned,retention_rule,0.737,0.576,unclear,Customer Ops,78
AST-00803,SRC-059,Case Operations Table 0803,table,Case Operations,True,True,True,True,False,2026-07-18,restricted,aligned,aligned,access_policy,0.521,0.459,low,Identity Product,4
AST-00804,SRC-048,Fraud Signals Policy Document 0804,policy_document,Fraud Signals,False,False,True,True,False,2026-07-06,confidential,aligned,aligned,entity_resolution,0.772,0.143,medium,Customer Ops,16
AST-00805,SRC-018,Business Registry Table 0805,table,Business Registry,True,True,True,True,True,2026-06-27,restricted,missing_review,aligned,identity_verification,0.627,0.127,high,AI Platform,25
AST-00806,SRC-001,Identity Verification Table 0806,table,Identity Verification,True,False,True,False,True,2026-05-22,public_internal,aligned,aligned,fraud_indicator,0.78,0.535,low,AI Platform,61
AST-00807,SRC-062,Identity Verification Knowledge Article 0807,knowledge_article,Identity Verification,True,True,True,False,True,2026-07-18,confidential,missing_review,aligned,sanctions_context,0.497,0.563,medium,AI Platform,4
AST-00808,SRC-015,Fraud Signals Table 0808,table,Fraud Signals,True,True,True,True,True,2026-04-29,restricted,aligned,aligned,business_registry,0.753,0.131,high,Customer Ops,84
AST-00809,SRC-070,Customer Risk Notes Knowledge Article 0809,knowledge_article,Customer Risk Notes,True,True,True,True,True,2026-05-14,confidential,aligned,aligned,access_policy,0.775,0.065,unclear,AI Platform,69
AST-00810,SRC-028,Business Registry Table 0810,table,Business Registry,True,False,False,True,True,2026-05-22,regulated_sensitive,aligned,aligned,identity_verification,0.966,0.339,medium,Customer Ops,61
AST-00811,SRC-011,Customer Risk Notes Table 0811,table,Customer Risk Notes,True,True,True,True,True,2026-07-17,confidential,aligned,aligned,identity_verification,0.829,0.02,low,Compliance Ops,5
AST-00812,SRC-084,Sanctions Screening Policy Document 0812,policy_document,Sanctions Screening,True,False,True,False,True,2026-07-12,confidential,missing_review,aligned,entity_resolution,0.723,0.116,medium,Customer Ops,10
AST-00813,SRC-042,Case Operations Runbook 0813,runbook,Case Operations,True,True,True,True,True,2026-07-14,confidential,aligned,expired,device_risk,1.0,0.306,medium,Compliance Ops,8
AST-00814,SRC-094,Case Operations Faq 0814,faq,Case Operations,True,True,True,True,True,2026-07-16,confidential,aligned,aligned,case_workflow,0.894,0.119,high,AI Platform,6
AST-00815,SRC-081,Compliance Policy Faq 0815,faq,Compliance Policy,True,True,False,True,True,2026-05-10,restricted,aligned,aligned,fraud_indicator,0.658,0.692,medium,Customer Ops,73
AST-00816,SRC-017,Device Intelligence Case Note Template 0816,case_note_template,Device Intelligence,True,True,True,True,False,2026-07-20,public_internal,overexposed,aligned,entity_resolution,1.0,0.02,low,Compliance Ops,2
AST-00817,SRC-037,Customer Risk Notes Runbook 0817,runbook,Customer Risk Notes,False,False,True,True,True,2026-04-29,restricted,aligned,aligned,identity_verification,0.762,0.419,unclear,Identity Product,84
AST-00818,SRC-057,Case Operations Table 0818,table,Case Operations,True,True,True,True,True,2026-04-28,confidential,missing_review,missing_policy,entity_resolution,0.703,0.137,low,Identity Product,85
AST-00819,SRC-013,Identity Verification Table 0819,table,Identity Verification,True,False,True,True,False,2026-07-20,public_internal,overexposed,expired,fraud_indicator,0.807,0.689,high,Compliance Ops,2
AST-00820,SRC-039,Fraud Signals Table 0820,table,Fraud Signals,True,True,True,True,True,2026-06-06,restricted,aligned,aligned,device_risk,0.864,0.643,high,Fraud Product,46
AST-00821,SRC-048,Fraud Signals Table 0821,table,Fraud Signals,True,True,False,True,True,2026-07-11,confidential,overexposed,missing_policy,sanctions_context,0.81,0.116,medium,AI Platform,11
AST-00822,SRC-090,Compliance Policy Knowledge Article 0822,knowledge_article,Compliance Policy,True,True,True,True,True,2026-07-04,confidential,aligned,aligned,case_workflow,0.732,0.424,medium,AI Platform,18
AST-00823,SRC-063,Customer Risk Notes Knowledge Article 0823,knowledge_article,Customer Risk Notes,False,False,True,True,True,2026-07-17,public_internal,aligned,aligned,sanctions_context,0.856,0.303,low,Customer Ops,5
AST-00824,SRC-084,Sanctions Screening Knowledge Article 0824,knowledge_article,Sanctions Screening,True,False,True,True,True,2026-07-16,public_internal,aligned,aligned,identity_verification,0.783,0.425,medium,AI Platform,6
AST-00825,SRC-070,Customer Risk Notes Policy Document 0825,policy_document,Customer Risk Notes,False,False,True,True,True,2026-06-09,restricted,aligned,expired,identity_verification,0.738,0.306,medium,AI Platform,43
AST-00826,SRC-048,Fraud Signals Table 0826,table,Fraud Signals,True,True,True,True,False,2026-07-18,restricted,aligned,aligned,sanctions_context,0.992,0.278,low,Compliance Ops,4
AST-00827,SRC-061,Customer Risk Notes Runbook 0827,runbook,Customer Risk Notes,False,False,True,True,True,2026-07-10,confidential,aligned,expired,sanctions_context,0.513,0.143,medium,Customer Ops,12
AST-00828,SRC-069,Sanctions Screening Policy Document 0828,policy_document,Sanctions Screening,True,True,True,True,True,2026-05-02,confidential,aligned,aligned,entity_resolution,0.707,0.435,unclear,Customer Ops,81
AST-00829,SRC-057,Case Operations Knowledge Article 0829,knowledge_article,Case Operations,False,False,True,True,False,2026-05-29,restricted,aligned,aligned,risk_decision_signal,0.989,0.167,unclear,Customer Ops,54
AST-00830,SRC-052,Business Registry Table 0830,table,Business Registry,False,False,True,False,True,2026-06-28,confidential,aligned,missing_policy,,1.0,0.028,high,Fraud Product,24
AST-00831,SRC-063,Customer Risk Notes Runbook 0831,runbook,Customer Risk Notes,True,False,True,True,True,2026-07-15,restricted,missing_review,aligned,sanctions_context,0.837,0.091,medium,AI Platform,7
AST-00832,SRC-089,Case Operations Case Note Template 0832,case_note_template,Case Operations,True,True,True,True,True,2026-07-20,restricted,aligned,aligned,,0.681,0.313,high,Fraud Product,2
AST-00833,SRC-071,Business Registry Knowledge Article 0833,knowledge_article,Business Registry,True,True,True,True,True,2026-07-06,confidential,aligned,aligned,entity_resolution,0.891,0.296,medium,Customer Ops,16
AST-00834,SRC-033,Customer Risk Notes Knowledge Article 0834,knowledge_article,Customer Risk Notes,True,True,False,True,True,2026-07-20,public_internal,overexposed,missing_policy,entity_resolution,0.662,0.659,low,Compliance Ops,2
AST-00835,SRC-046,Identity Verification Case Note Template 0835,case_note_template,Identity Verification,False,False,True,True,True,2026-07-10,restricted,aligned,expired,access_policy,0.807,0.263,low,AI Platform,12
AST-00836,SRC-021,Compliance Policy Table 0836,table,Compliance Policy,True,True,True,True,True,2026-07-14,restricted,aligned,aligned,case_workflow,1.0,0.591,medium,Fraud Product,8
AST-00837,SRC-073,Business Registry Policy Document 0837,policy_document,Business Registry,False,False,True,True,True,2026-07-11,confidential,missing_review,aligned,case_workflow,0.972,0.275,unclear,Identity Product,11
AST-00838,SRC-089,Case Operations Table 0838,table,Case Operations,True,True,True,True,True,2026-07-20,confidential,aligned,aligned,identity_verification,0.808,0.094,medium,Identity Product,2
AST-00839,SRC-058,Identity Verification Table 0839,table,Identity Verification,True,True,True,True,True,2026-07-04,confidential,overexposed,aligned,identity_verification,1.0,0.315,high,AI Platform,18
AST-00840,SRC-036,Case Operations Table 0840,table,Case Operations,True,True,False,True,True,2026-07-11,confidential,aligned,aligned,sanctions_context,0.423,0.323,medium,Identity Product,11
AST-00841,SRC-091,Business Registry Runbook 0841,runbook,Business Registry,False,False,True,True,False,2026-05-19,restricted,aligned,aligned,retention_rule,0.84,0.271,low,AI Platform,64
AST-00842,SRC-052,Business Registry Knowledge Article 0842,knowledge_article,Business Registry,True,True,True,True,True,2026-06-17,regulated_sensitive,overexposed,expired,business_registry,0.979,0.437,medium,Fraud Product,35
AST-00843,SRC-077,Customer Risk Notes Knowledge Article 0843,knowledge_article,Customer Risk Notes,True,False,True,True,True,2026-05-25,regulated_sensitive,aligned,aligned,risk_decision_signal,0.823,0.318,medium,Fraud Product,58
AST-00844,SRC-021,Compliance Policy Policy Document 0844,policy_document,Compliance Policy,False,False,True,True,False,2026-07-15,confidential,aligned,aligned,retention_rule,0.965,0.257,medium,Compliance Ops,7
AST-00845,SRC-018,Business Registry Faq 0845,faq,Business Registry,True,True,True,True,True,2026-07-11,restricted,overexposed,aligned,fraud_indicator,0.752,0.02,medium,Fraud Product,11
AST-00846,SRC-084,Sanctions Screening Knowledge Article 0846,knowledge_article,Sanctions Screening,True,False,True,True,True,2026-07-05,restricted,aligned,aligned,business_registry,0.987,0.45,low,AI Platform,17
AST-00847,SRC-087,Sanctions Screening Policy Document 0847,policy_document,Sanctions Screening,False,False,True,False,False,2026-07-16,confidential,aligned,expired,case_workflow,0.857,0.217,medium,Compliance Ops,6
AST-00848,SRC-091,Business Registry Knowledge Article 0848,knowledge_article,Business Registry,True,False,True,True,False,2026-07-15,confidential,overexposed,aligned,case_workflow,0.787,0.291,high,AI Platform,7
AST-00849,SRC-083,Sanctions Screening Runbook 0849,runbook,Sanctions Screening,False,False,True,True,True,2026-07-22,public_internal,aligned,aligned,risk_decision_signal,1.0,0.376,medium,AI Platform,0
AST-00850,SRC-026,Customer Risk Notes Table 0850,table,Customer Risk Notes,True,True,False,True,True,2026-06-25,restricted,aligned,expired,device_risk,0.803,0.341,medium,Identity Product,27
AST-00851,SRC-062,Identity Verification Case Note Template 0851,case_note_template,Identity Verification,True,True,True,True,True,2026-07-15,confidential,aligned,aligned,case_workflow,0.785,0.442,unclear,Identity Product,7
AST-00852,SRC-034,Business Registry Policy Document 0852,policy_document,Business Registry,False,False,False,True,True,2026-04-28,regulated_sensitive,aligned,aligned,device_risk,0.808,0.187,medium,AI Platform,85
AST-00853,SRC-072,Identity Verification Policy Document 0853,policy_document,Identity Verification,True,True,True,True,True,2026-07-16,regulated_sensitive,overexposed,aligned,device_risk,0.686,0.484,medium,AI Platform,6
AST-00854,SRC-050,Sanctions Screening Runbook 0854,runbook,Sanctions Screening,True,True,True,True,False,2026-07-19,restricted,aligned,aligned,fraud_indicator,0.936,0.263,medium,Identity Product,3
AST-00855,SRC-041,Fraud Signals Table 0855,table,Fraud Signals,True,True,True,True,False,2026-07-02,restricted,aligned,missing_policy,identity_verification,0.973,0.171,low,Customer Ops,20
AST-00856,SRC-087,Sanctions Screening Case Note Template 0856,case_note_template,Sanctions Screening,False,False,True,True,False,2026-07-15,confidential,aligned,expired,risk_decision_signal,1.0,0.4,low,Customer Ops,7
AST-00857,SRC-057,Case Operations Runbook 0857,runbook,Case Operations,True,True,True,True,True,2026-07-01,restricted,missing_review,missing_policy,device_risk,0.835,0.528,medium,AI Platform,21
AST-00858,SRC-035,Compliance Policy Policy Document 0858,policy_document,Compliance Policy,False,False,True,True,True,2026-07-15,regulated_sensitive,aligned,aligned,access_policy,0.943,0.352,medium,Customer Ops,7
AST-00859,SRC-076,Identity Verification Knowledge Article 0859,knowledge_article,Identity Verification,True,False,True,False,False,2026-07-19,restricted,aligned,expired,case_workflow,0.972,0.413,unclear,Compliance Ops,3
AST-00860,SRC-031,Case Operations Knowledge Article 0860,knowledge_article,Case Operations,True,True,False,True,True,2026-04-27,confidential,aligned,aligned,access_policy,0.763,0.612,low,Fraud Product,86
AST-00861,SRC-058,Identity Verification Knowledge Article 0861,knowledge_article,Identity Verification,True,True,True,True,True,2026-07-13,confidential,aligned,expired,risk_decision_signal,0.943,0.04,low,Fraud Product,9
AST-00862,SRC-084,Sanctions Screening Faq 0862,faq,Sanctions Screening,False,False,False,True,True,2026-07-17,confidential,aligned,aligned,case_workflow,0.616,0.615,high,Customer Ops,5
AST-00863,SRC-035,Compliance Policy Runbook 0863,runbook,Compliance Policy,False,False,True,True,True,2026-07-14,restricted,aligned,aligned,retention_rule,0.681,0.401,medium,Customer Ops,8
AST-00864,SRC-035,Compliance Policy Knowledge Article 0864,knowledge_article,Compliance Policy,True,True,True,True,True,2026-07-05,public_internal,aligned,aligned,access_policy,0.25,0.359,high,Identity Product,17
